150,36
147,36
144,35
141,35
138,35
136,35
133,35
130,35
127,35
124,35
121,35
119,35
116,35
114,36
111,36
109,37
106,37
104,38
102,39
99,39
97,40
95,41
94,42
92,43
90,43
89,44
87,45
86,46
85,47
84,49
83,50
82,51
81,52
80,53
80,54
80,55
79,56
79,57
79,58
79,60
80,61
80,62
81,63
81,64
82,65
83,66
84,67
85,68
86,68
87,69
88,70
90,71
91,71
92,72
94,73
96,73
97,74
99,74
101,74
103,75
104,75
106,75
108,75
110,75
112,75
114,75
116,75
118,75
119,75
121,75
123,74
125,74
127,73
128,73
130,72
131,72
133,71
134,70
135,70
137,69
138,68
139,67
140,66
141,65
141,64
142,63
143,62
143,61
143,60
144,59
144,58
144,57
144,56
143,55
143,53
142,52
142,51
141,50
140,49
139,48
138,47
137,46
135,45
134,44
132,43
130,42
129,41
127,40
125,40
123,39
120,38
118,38
116,37
113,36
111,36
108,36
106,35
103,35
100,35
97,35
95,35
92,35
89,35
86,35
83,35
80,35
77,35
75,36
72,36
69,37
66,38
63,38
61,39
58,40
56,41
53,42
51,43
48,44
46,45
44,46
42,47
40,49
38,50
36,52
35,53
33,55
32,56
30,58
29,59
28,61
27,63
27,64
26,66
26,68
26,70
26,72
26,73
26,75
26,77
27,79
27,80
28,82
29,84
30,86
32,88
33,89
35,91
36,93
38,94
40,96
43,97
45,99
47,100
50,101
53,103
55,104
58,105
61,106
64,107
67,108
71,109
74,110
78,111
81,112
85,112
88,113
92,113
96,114
99,114
103,114
107,114
111,115
114,114
118,114
122,114
126,114
129,114
133,113
137,113
140,112
144,111
147,111
151,110
154,109
157,108
160,107
163,106
166,105
169,103
172,102
174,101
177,99
179,98
182,96
184,95
186,93
187,92
189,90
191,88
192,87
193,85
194,83
195,81
196,80
197,78
197,76
197,74
198,72
197,71
197,69
197,67
197,65
196,64
195,62
194,60
193,59
192,57
191,55
189,54
188,52
186,51
184,49
182,48
180,47
178,46
176,44
174,43
171,42
169,41
166,40
164,39
161,39
158,38
155,37
153,37
150,36
